bucket_id,cluster_id,weight
405,1,1.0
406,8,1.0
407,1,1.0
408,11,1.0
409,1,1.0
410,1,1.0
411,1,1.0
412,1,1.0
413,1,1.0
414,8,1.0
415,1,1.0
416,1,1.0
417,9,1.0
418,1,1.0
419,15,1.0
420,4,1.0
421,11,1.0
422,11,1.0
423,41,1.0
424,1,1.0
425,1,1.0
426,20,1.0
427,1,1.0
428,4,1.0
429,1,1.0
430,1,1.0
431,1,1.0
432,1,1.0
433,29,1.0
434,24,1.0
435,29,1.0
436,24,1.0
437,31,1.0
438,31,1.0
439,11,1.0
440,11,1.0
441,11,1.0
442,11,1.0
443,24,1.0
444,24,1.0
445,9,1.0
446,11,1.0
447,41,1.0
448,41,1.0
449,41,1.0
450,11,1.0
451,46,1.0
452,32,1.0
453,11,1.0
454,1,1.0
455,41,1.0
456,1,1.0
457,41,1.0
458,1,1.0
459,41,1.0
460,41,1.0
461,1,1.0
462,1,1.0
463,1,1.0
464,41,1.0
465,41,1.0
466,1,1.0
467,1,1.0
468,1,1.0
469,41,1.0
470,41,1.0
471,41,1.0
472,41,1.0
473,11,1.0
474,41,1.0
475,11,1.0
476,8,1.0
477,1,1.0
478,1,1.0
479,1,1.0
480,1,1.0
481,34,1.0
482,34,1.0
483,1,1.0
484,1,1.0
485,16,1.0
486,16,1.0
487,1,1.0
488,1,1.0
489,1,1.0
490,1,1.0
491,1,1.0
492,1,1.0
493,1,1.0
494,1,1.0
495,1,1.0
496,41,1.0
497,41,1.0
498,1,1.0
499,1,1.0
500,7,1.0
501,11,1.0
502,1,1.0
503,1,1.0
504,1,1.0
505,29,1.0
506,3,1.0
507,1,1.0
508,20,1.0
509,11,1.0
510,4,1.0
511,41,1.0
512,41,1.0
513,1,1.0
514,1,1.0
515,1,1.0
516,1,1.0
517,1,1.0
518,1,1.0
519,1,1.0
520,1,1.0
521,1,1.0
522,1,1.0
523,1,1.0
524,1,1.0
525,1,1.0
526,11,1.0
527,1,1.0
528,21,1.0
529,1,1.0
530,1,1.0
531,16,1.0
532,1,1.0
533,1,1.0
534,7,1.0
535,10,1.0
536,11,1.0
537,6,1.0
538,11,1.0
539,11,1.0
540,11,1.0
541,11,1.0
542,11,1.0
543,11,1.0
544,11,1.0
545,11,1.0
546,11,1.0
547,11,1.0
548,11,1.0
549,11,1.0
550,10,1.0
551,1,1.0
552,24,1.0
553,1,1.0
554,10,1.0
555,1,1.0
556,41,1.0
557,1,1.0
558,1,1.0
559,29,1.0
560,10,1.0
561,10,1.0
562,1,1.0
563,1,1.0
564,1,1.0
565,1,1.0
566,1,1.0
567,1,1.0
568,1,1.0
569,38,1.0
570,1,1.0
571,1,1.0
572,1,1.0
573,1,1.0
574,1,1.0
575,1,1.0
576,1,1.0
577,1,1.0
578,1,1.0
579,1,1.0
580,46,1.0
581,1,1.0
582,1,1.0
583,1,1.0
584,37,1.0
585,37,1.0
586,21,1.0
587,23,1.0
588,1,1.0
589,21,1.0
590,21,1.0
591,37,1.0
592,21,1.0
593,21,1.0
594,21,1.0
595,21,1.0
596,21,1.0
597,37,1.0
598,32,1.0
599,15,1.0
600,1,1.0
601,1,1.0
602,1,1.0
603,7,1.0
604,11,1.0
605,16,1.0
606,1,1.0
607,1,1.0
608,1,1.0
609,1,1.0
610,1,1.0
611,1,1.0
612,6,1.0
613,1,1.0
614,1,1.0
615,1,1.0
616,1,1.0
617,41,1.0
618,1,1.0
619,1,1.0
620,11,1.0
621,21,1.0
622,21,1.0
623,15,1.0
624,1,1.0
625,1,1.0
626,8,1.0
627,1,1.0
628,1,1.0
629,1,1.0
630,25,1.0
631,15,1.0
632,38,1.0
633,45,1.0
634,15,1.0
635,30,1.0
636,30,1.0
637,30,1.0
638,15,1.0
639,15,1.0
640,15,1.0
641,15,1.0
642,15,1.0
643,15,1.0
644,15,1.0
645,15,1.0
646,15,1.0
647,45,1.0
648,45,1.0
649,30,1.0
650,30,1.0
651,38,1.0
652,15,1.0
653,15,1.0
654,30,1.0
655,30,1.0
656,15,1.0
657,15,1.0
658,15,1.0
659,15,1.0
660,15,1.0
661,15,1.0
662,30,1.0
663,7,1.0
664,30,1.0
665,1,1.0
666,1,1.0
667,1,1.0
668,1,1.0
669,1,1.0
670,1,1.0
671,1,1.0
672,1,1.0
673,1,1.0
674,1,1.0
675,1,1.0
676,1,1.0
677,1,1.0
678,1,1.0
679,3,1.0
680,1,1.0
681,24,1.0
682,11,1.0
683,8,1.0
684,11,1.0
685,1,1.0
686,1,1.0
687,1,1.0
688,1,1.0
689,1,1.0
690,1,1.0
691,1,1.0
692,1,1.0
693,1,1.0
694,1,1.0
695,1,1.0
696,1,1.0
697,1,1.0
698,1,1.0
699,1,1.0
700,1,1.0
701,1,1.0
702,1,1.0
703,1,1.0
704,1,1.0
705,1,1.0
706,1,1.0
707,1,1.0
708,1,1.0
709,1,1.0
710,11,1.0
711,1,1.0
712,1,1.0
713,1,1.0
714,1,1.0
715,1,1.0
716,1,1.0
717,1,1.0
718,31,1.0
719,1,1.0
720,21,1.0
721,1,1.0
722,8,1.0
723,1,1.0
724,1,1.0
725,1,1.0
726,15,1.0
727,25,1.0
728,1,1.0
729,28,1.0
730,1,1.0
731,21,1.0
732,21,1.0
733,12,1.0
734,37,1.0
735,37,1.0
736,23,1.0
737,23,1.0
738,37,1.0
739,21,1.0
740,21,1.0
741,37,1.0
742,37,1.0
743,37,1.0
744,37,1.0
745,37,1.0
746,21,1.0
747,21,1.0
748,35,1.0
749,35,1.0
750,21,1.0
751,21,1.0
752,21,1.0
753,21,1.0
754,14,1.0
755,21,1.0
756,24,1.0
757,37,1.0
758,21,1.0
759,20,1.0
760,37,1.0
761,37,1.0
762,37,1.0
763,37,1.0
764,21,1.0
765,21,1.0
766,21,1.0
767,21,1.0
768,37,1.0
769,35,1.0
770,21,1.0
771,21,1.0
772,19,1.0
773,32,1.0
774,32,1.0
775,19,1.0
776,37,1.0
777,1,1.0
778,1,1.0
779,1,1.0
780,1,1.0
781,38,1.0
782,1,1.0
783,1,1.0
784,1,1.0
785,1,1.0
786,1,1.0
787,1,1.0
788,1,1.0
789,37,1.0
790,20,1.0
791,3,1.0
792,8,1.0
793,1,1.0
794,30,1.0
795,30,1.0
796,30,1.0
797,16,1.0
798,1,1.0
799,1,1.0
800,21,1.0
801,1,1.0
802,11,1.0
803,24,1.0
804,1,1.0
805,1,1.0
806,1,1.0
807,1,1.0
808,21,1.0
809,11,1.0
810,11,1.0
811,16,1.0
812,16,1.0
813,11,1.0
814,16,1.0
815,4,1.0
816,1,1.0
817,1,1.0
818,21,1.0
819,1,1.0
820,1,1.0
821,1,1.0
822,30,1.0
823,1,1.0
824,1,1.0
825,1,1.0
826,16,1.0
827,15,1.0
828,7,1.0
829,1,1.0
830,38,1.0
831,1,1.0
832,1,1.0
833,1,1.0
834,1,1.0
835,1,1.0
836,1,1.0
837,7,1.0
838,7,1.0
839,1,1.0
840,11,1.0
841,11,1.0
842,11,1.0
843,1,1.0
844,1,1.0
845,1,1.0
846,1,1.0
847,1,1.0
848,1,1.0
849,11,1.0
850,11,1.0
851,11,1.0
852,15,1.0
853,1,1.0
854,1,1.0
855,24,1.0
856,1,1.0
857,1,1.0
858,11,1.0
859,1,1.0
860,15,1.0
861,46,1.0
862,1,1.0
863,1,1.0
864,1,1.0
865,1,1.0
866,1,1.0
867,1,1.0
868,1,1.0
869,1,1.0
870,1,1.0
871,1,1.0
872,1,1.0
873,1,1.0
874,46,1.0
875,1,1.0
876,15,1.0
877,21,1.0
878,1,1.0
879,1,1.0
880,11,1.0
881,1,1.0
882,1,1.0
883,1,1.0
884,1,1.0
885,1,1.0
886,1,1.0
887,1,1.0
888,1,1.0
889,1,1.0
890,1,1.0
891,1,1.0
892,1,1.0
893,1,1.0
894,1,1.0
895,1,1.0
896,1,1.0
897,1,1.0
898,1,1.0
899,1,1.0
900,1,1.0
901,37,1.0
902,21,1.0
903,21,1.0
904,1,1.0
905,37,1.0
906,37,1.0
907,32,1.0
908,21,1.0
909,35,1.0
910,35,1.0
911,12,1.0
912,12,1.0
913,21,1.0
914,37,1.0
915,37,1.0
916,17,1.0
917,1,1.0
918,38,1.0
919,30,1.0
920,30,1.0
921,38,1.0
922,38,1.0
923,24,1.0
924,1,1.0
925,16,1.0
926,1,1.0
927,1,1.0
928,1,1.0
929,1,1.0
930,24,1.0
931,1,1.0
932,1,1.0
933,1,1.0
934,16,1.0
935,6,1.0
936,25,1.0
937,7,1.0
938,18,1.0
939,38,1.0
940,11,1.0
941,16,1.0
942,38,1.0
943,30,1.0
944,30,1.0
945,30,1.0
946,30,1.0
947,30,1.0
948,1,1.0
949,1,1.0
950,1,1.0
951,42,1.0
952,24,1.0
953,16,1.0
954,11,1.0
955,11,1.0
956,11,1.0
957,38,1.0
958,32,1.0
959,11,1.0
960,1,1.0
961,11,1.0
962,15,1.0
963,30,1.0
964,1,1.0
965,41,1.0
966,41,1.0
967,21,1.0
968,4,1.0
969,1,1.0
970,16,1.0
971,6,1.0
972,37,1.0
973,1,1.0
974,1,1.0
975,1,1.0
976,1,1.0
977,1,1.0
978,1,1.0
979,1,1.0
980,41,1.0
981,38,1.0
982,30,1.0
983,38,1.0
984,1,1.0
985,44,1.0
986,11,1.0
987,1,1.0
988,1,1.0
989,1,1.0
990,38,1.0
991,1,1.0
992,1,1.0
993,1,1.0
994,1,1.0
995,1,1.0
996,1,1.0
997,1,1.0
998,1,1.0
999,1,1.0
1000,21,1.0
1001,1,1.0
1002,1,1.0
1003,20,1.0
1004,46,1.0
1005,38,1.0
1006,1,1.0
1007,1,1.0
1008,1,1.0
1009,1,1.0
1010,1,1.0
1011,1,1.0
1012,5,1.0
1013,1,1.0
1014,30,1.0
1015,10,1.0
1016,11,1.0
1017,1,1.0
1018,20,1.0
1019,20,1.0
1020,20,1.0
1021,1,1.0
1022,1,1.0
1023,11,1.0
1024,29,1.0
1025,1,1.0
1026,46,1.0
1027,29,1.0
1028,24,1.0
1029,30,1.0
1030,7,1.0
1031,24,1.0
1032,1,1.0
1033,21,1.0
1034,1,1.0
1035,16,1.0
1036,1,1.0
1037,5,1.0
1038,11,1.0
1039,11,1.0
1040,1,1.0
1041,1,1.0
1042,1,1.0
1043,1,1.0
1044,11,1.0
1045,16,1.0
1046,29,1.0
1047,29,1.0
1048,1,1.0
1049,29,1.0
1050,29,1.0
1051,1,1.0
1052,1,1.0
1053,1,1.0
1054,6,1.0
1055,1,1.0
1056,1,1.0
1057,24,1.0
1058,29,1.0
1059,24,1.0
1060,29,1.0
1061,1,1.0
1062,1,1.0
1063,16,1.0
1064,16,1.0
1065,1,1.0
1066,1,1.0
1067,1,1.0
1068,1,1.0
1069,11,1.0
1070,41,1.0
1071,23,1.0
1072,41,1.0
1073,16,1.0
1074,1,1.0
1075,11,1.0
1076,1,1.0
1077,1,1.0
1078,38,1.0
1079,41,1.0
1080,24,1.0
1081,29,1.0
1082,23,1.0
1083,23,1.0
1084,23,1.0
1085,23,1.0
1086,1,1.0
1087,1,1.0
1088,1,1.0
1089,37,1.0
1090,21,1.0
1091,29,1.0
1092,29,1.0
1093,29,1.0
1094,29,1.0
1095,29,1.0
1096,29,1.0
1097,29,1.0
1098,29,1.0
1099,29,1.0
1100,29,1.0
1101,29,1.0
1102,29,1.0
1103,29,1.0
1104,29,1.0
1105,1,1.0
1106,1,1.0
1107,29,1.0
1108,11,1.0
1109,21,1.0
1110,29,1.0
1111,29,1.0
1112,29,1.0
1113,29,1.0
1114,29,1.0
1115,1,1.0
1116,1,1.0
1117,29,1.0
1118,29,1.0
1119,1,1.0
1120,7,1.0
1121,11,1.0
1122,1,1.0
1123,1,1.0
1124,24,1.0
1125,41,1.0
1126,24,1.0
1127,24,1.0
1128,1,1.0
1129,1,1.0
1130,5,1.0
1131,5,1.0
1132,21,1.0
1133,41,1.0
1134,33,1.0
1135,11,1.0
1136,24,1.0
1137,7,1.0
1138,16,1.0
1139,1,1.0
1140,7,1.0
1141,41,1.0
1142,1,1.0
1143,3,1.0
1144,29,1.0
1145,29,1.0
1146,12,1.0
1147,1,1.0
1148,1,1.0
1149,1,1.0
1150,1,1.0
1151,29,1.0
1152,29,1.0
1153,29,1.0
1154,12,1.0
1155,19,1.0
1156,12,1.0
1157,33,1.0
1158,19,1.0
1159,29,1.0
1160,6,1.0
1161,24,1.0
1162,1,1.0
1163,24,1.0
1164,24,1.0
1165,7,1.0
1166,24,1.0
1167,11,1.0
1168,24,1.0
1169,24,1.0
1170,24,1.0
1171,1,1.0
1172,29,1.0
1173,11,1.0
1174,41,1.0
1175,41,1.0
1176,1,1.0
1177,1,1.0
1178,11,1.0
1179,16,1.0
1180,11,1.0
1181,7,1.0
1182,11,1.0
1183,1,1.0
1184,11,1.0
1185,21,1.0
1186,11,1.0
1187,4,1.0
1188,7,1.0
1189,29,1.0
1190,42,1.0
1191,28,1.0
1192,29,1.0
1193,29,1.0
1194,3,1.0
1195,3,1.0
1196,4,1.0
1197,21,1.0
1198,3,1.0
1199,1,1.0
1200,12,1.0
1201,28,1.0
1202,11,1.0
1203,1,1.0
1204,29,1.0
1205,12,1.0
1206,36,1.0
1207,19,1.0
1208,33,1.0
1209,13,1.0
1210,13,1.0
1211,13,1.0
1212,0,1.0
1213,1,1.0
1214,19,1.0
1215,1,1.0
1216,12,1.0
1217,47,1.0
1218,5,1.0
1219,5,1.0
1220,10,1.0
1221,1,1.0
1222,32,1.0
1223,1,1.0
1224,29,1.0
1225,1,1.0
1226,5,1.0
1227,5,1.0
1228,33,1.0
1229,1,1.0
1230,6,1.0
1231,9,1.0
1232,24,1.0
1233,11,1.0
1234,11,1.0
1235,1,1.0
1236,1,1.0
1237,11,1.0
1238,24,1.0
1239,24,1.0
1240,34,1.0
1241,1,1.0
1242,1,1.0
1243,4,1.0
1244,4,1.0
1245,4,1.0
1246,1,1.0
1247,13,1.0
1248,42,1.0
1249,39,1.0
1250,15,1.0
1251,30,1.0
1252,35,1.0
1253,13,1.0
1254,11,1.0
1255,11,1.0
1256,1,1.0
1257,20,1.0
1258,1,1.0
1259,32,1.0
1260,11,1.0
1261,15,1.0
1262,11,1.0
1263,11,1.0
1264,11,1.0
1265,11,1.0
1266,21,1.0
1267,11,1.0
1268,11,1.0
1269,11,1.0
1270,1,1.0
1271,1,1.0
1272,11,1.0
1273,1,1.0
1274,1,1.0
1275,1,1.0
1276,1,1.0
1277,3,1.0
1278,8,1.0
1279,1,1.0
1280,1,1.0
1281,1,1.0
1282,29,1.0
1283,21,1.0
1284,1,1.0
1285,1,1.0
1286,21,1.0
1287,4,1.0
1288,1,1.0
1289,3,1.0
1290,4,1.0
1291,1,1.0
1292,1,1.0
1293,1,1.0
1294,1,1.0
1295,7,1.0
1296,1,1.0
1297,1,1.0
1298,1,1.0
1299,21,1.0
1300,1,1.0
1301,1,1.0
1302,1,1.0
1303,11,1.0
1304,1,1.0
1305,1,1.0
1306,1,1.0
1307,1,1.0
1308,1,1.0
1309,1,1.0
1310,1,1.0
1311,45,1.0
1312,1,1.0
1313,11,1.0
1314,1,1.0
1315,1,1.0
1316,1,1.0
1317,1,1.0
1318,1,1.0
1319,1,1.0
1320,1,1.0
1321,1,1.0
1322,1,1.0
1323,1,1.0
1324,1,1.0
1325,1,1.0
1326,1,1.0
1327,1,1.0
1328,1,1.0
1329,1,1.0
1330,16,1.0
1331,1,1.0
1332,1,1.0
1333,1,1.0
1334,1,1.0
1335,1,1.0
1336,1,1.0
1337,1,1.0
1338,1,1.0
1339,1,1.0
1340,1,1.0
1341,1,1.0
1342,1,1.0
1343,1,1.0
1344,24,1.0
1345,11,1.0
1346,1,1.0
1347,1,1.0
1348,21,1.0
1349,1,1.0
1350,1,1.0
1351,21,1.0
1352,1,1.0
1353,1,1.0
1354,28,1.0
1355,9,1.0
1356,1,1.0
1357,11,1.0
1358,7,1.0
1359,45,1.0
1360,45,1.0
1361,45,1.0
1362,45,1.0
1363,45,1.0
1364,45,1.0
1365,45,1.0
1366,45,1.0
1367,45,1.0
1368,45,1.0
1369,45,1.0
1370,1,1.0
1371,11,1.0
1372,1,1.0
1373,1,1.0
1374,1,1.0
1375,1,1.0
1376,11,1.0
1377,24,1.0
1378,11,1.0
1379,11,1.0
1380,24,1.0
1381,11,1.0
1382,11,1.0
1383,1,1.0
1384,1,1.0
1385,1,1.0
1386,1,1.0
1387,1,1.0
1388,1,1.0
1389,1,1.0
1390,1,1.0
1391,5,1.0
1392,1,1.0
1393,1,1.0
1394,5,1.0
1395,1,1.0
1396,1,1.0
1397,1,1.0
1398,1,1.0
1399,1,1.0
1400,1,1.0
1401,1,1.0
1402,1,1.0
1403,1,1.0
1404,5,1.0
1405,32,1.0
1406,5,1.0
1407,1,1.0
1408,1,1.0
1409,1,1.0
1410,1,1.0
1411,1,1.0
1412,1,1.0
1413,1,1.0
1414,31,1.0
1415,1,1.0
1416,1,1.0
1417,1,1.0
1418,1,1.0
1419,1,1.0
1420,1,1.0
1421,1,1.0
1422,1,1.0
1423,1,1.0
1424,1,1.0
1425,1,1.0
1426,1,1.0
1427,1,1.0
1428,1,1.0
1429,21,1.0
1430,21,1.0
1431,21,1.0
1432,21,1.0
1433,1,1.0
1434,29,1.0
1435,1,1.0
1436,29,1.0
1437,21,1.0
1438,1,1.0
1439,1,1.0
1440,1,1.0
1441,21,1.0
1442,1,1.0
1443,21,1.0
1444,1,1.0
1445,1,1.0
1446,1,1.0
1447,1,1.0
1448,1,1.0
1449,1,1.0
1450,1,1.0
1451,1,1.0
1452,1,1.0
1453,1,1.0
1454,1,1.0
1455,11,1.0
1456,1,1.0
1457,1,1.0
1458,1,1.0
1459,1,1.0
1460,1,1.0
1461,1,1.0
1462,1,1.0
1463,1,1.0
1464,1,1.0
1465,1,1.0
1466,1,1.0
1467,29,1.0
1468,1,1.0
1469,1,1.0
1470,11,1.0
1471,11,1.0
1472,21,1.0
1473,1,1.0
1474,1,1.0
1475,1,1.0
1476,1,1.0
1477,1,1.0
1478,1,1.0
1479,1,1.0
1480,1,1.0
1481,1,1.0
1482,1,1.0
1483,24,1.0
1484,1,1.0
1485,24,1.0
1486,24,1.0
1487,24,1.0
1488,29,1.0
1489,15,1.0
1490,4,1.0
1491,1,1.0
1492,1,1.0
1493,1,1.0
1494,1,1.0
1495,41,1.0
1496,41,1.0
1497,11,1.0
1498,3,1.0
1499,1,1.0
1500,1,1.0
1501,46,1.0
1502,21,1.0
1503,4,1.0
1504,29,1.0
1505,1,1.0
1506,1,1.0
1507,1,1.0
1508,1,1.0
1509,1,1.0
1510,1,1.0
1511,21,1.0
1512,1,1.0
1513,29,1.0
1514,1,1.0
1515,16,1.0
1516,1,1.0
1517,1,1.0
1518,1,1.0
1519,1,1.0
1520,1,1.0
1521,1,1.0
1522,1,1.0
1523,1,1.0
1524,1,1.0
1525,1,1.0
1526,1,1.0
1527,30,1.0
1528,30,1.0
1529,11,1.0
1530,11,1.0
1531,11,1.0
1532,9,1.0
1533,38,1.0
1534,38,1.0
1535,30,1.0
1536,1,1.0
1537,1,1.0
1538,1,1.0
1539,30,1.0
1540,30,1.0
1541,1,1.0
1542,1,1.0
1543,30,1.0
1544,30,1.0
1545,30,1.0
1546,11,1.0
1547,30,1.0
1548,1,1.0
1549,30,1.0
1550,30,1.0
1551,30,1.0
1552,30,1.0
1553,38,1.0
1554,38,1.0
1555,38,1.0
1556,38,1.0
1557,30,1.0
1558,38,1.0
1559,38,1.0
1560,38,1.0
1561,11,1.0
1562,30,1.0
1563,11,1.0
1564,24,1.0
1565,1,1.0
1566,11,1.0
1567,1,1.0
1568,1,1.0
1569,5,1.0
1570,41,1.0
1571,17,1.0
1572,17,1.0
1573,5,1.0
1574,1,1.0
1575,1,1.0
1576,1,1.0
1577,1,1.0
1578,1,1.0
1579,1,1.0
1580,1,1.0
1581,1,1.0
1582,1,1.0
1583,1,1.0
1584,1,1.0
1585,1,1.0
1586,1,1.0
1587,1,1.0
1588,1,1.0
1589,1,1.0
1590,1,1.0
1591,1,1.0
1592,1,1.0
1593,21,1.0
1594,44,1.0
1595,1,1.0
1596,1,1.0
1597,1,1.0
1598,24,1.0
1599,24,1.0
1600,40,1.0
1601,29,1.0
1602,1,1.0
1603,1,1.0
1604,11,1.0
1605,1,1.0
1606,11,1.0
1607,11,1.0
1608,4,1.0
1609,4,1.0
1610,4,1.0
1611,1,1.0
1612,4,1.0
1613,4,1.0
1614,1,1.0
1615,1,1.0
1616,1,1.0
1617,4,1.0
1618,20,1.0
1619,4,1.0
1620,1,1.0
1621,11,1.0
1622,11,1.0
1623,11,1.0
1624,4,1.0
1625,11,1.0
1626,11,1.0
1627,1,1.0
1628,1,1.0
1629,1,1.0
1630,1,1.0
1631,1,1.0
1632,11,1.0
1633,11,1.0
1634,11,1.0
1635,1,1.0
1636,1,1.0
1637,11,1.0
1638,1,1.0
1639,11,1.0
1640,1,1.0
1641,1,1.0
1642,1,1.0
1643,1,1.0
1644,1,1.0
1645,1,1.0
1646,1,1.0
1647,1,1.0
1648,30,1.0
1649,11,1.0
1650,1,1.0
1651,11,1.0
1652,1,1.0
1653,43,1.0
1654,16,1.0
1655,18,1.0
1656,5,1.0
1657,34,1.0
1658,46,1.0
1659,46,1.0
1660,30,1.0
1661,1,1.0
